Artist,Song
Disturbed,Down with the Sickness
Disturbed,Indestructible
Disturbed,Inside the Fire
Disturbed,Land Of Confusion
Disturbed,Stricken
Disturbed,Stupify
Disturbed,Ten Thousand Fists
Dope,Die MF Die
Drowning Pool,Bodies
Drowning Pool,Life of Misery
Drowning Pool,Sinner
Drowning Pool,Tear Away
Evanescence,A New Way To Bleed
Evanescence,All That I Am Living For
Evanescence,Bring Me To Life
Evanescence,Call Me When You're Sober
Evanescence,Cloud Nine
Evanescence,Disappear
Evanescence,Erase This
Evanescence,Everybody's Fool
Evanescence,Going Under
Evanescence,Good Enough
Evanescence,Haunted
Evanescence,Hello
Evanescence,Imaginary
Evanescence,Lacrymosa
Evanescence,Like You
Evanescence,Lithium
Evanescence,Lose Control
Evanescence,Lost In Paradise
Evanescence,Made Of Stone
Evanescence,My Heart Is Broken
Evanescence,My Immortal
Evanescence,My Immortal - Band Version
Evanescence,My Last Breath
Evanescence,Never Go Back
Evanescence,Oceans
Evanescence,Say You Will
Evanescence,Secret Door
Evanescence,Sick
Evanescence,Snow White Queen
Evanescence,Sweet Sacrifice
Evanescence,Swimming Home
Evanescence,Taking Over Me
Evanescence,The Change
Evanescence,The End Of The Dream
Evanescence,The Only One
Evanescence,The Other Side
Evanescence,Tourniquet
Evanescence,Weight Of The World
Evanescence,What You Want
Evanescence,Whisper
Evanescence,Your Star
Five Finger Death Punch,Under And Over It
Flyleaf,All Around Me
Flyleaf,I'm So Sick
Foo Fighters,All My Life
Foo Fighters,Everlong
Foo Fighters,Learn to Fly
Foo Fighters,My Hero
Foo Fighters,The Pretender
Godsmack,Straight Out Of Line
Good Charlotte,Lifestyles of the Rich & Famous
Hoobastank,Crawling In The Dark
Hoobastank,Same Direction
In Flames,Cloud Connected
In Flames,Crawling Through Knives
In Flames,Only for the Weak
In Flames,Trigger
Incubus,Drive
Iron Maiden,Run to the Hills - 2015 Remaster
Iron Maiden,The Trooper - 2015 Remaster
Jimmy Eat World,Bleed American
Jimmy Eat World,Sweetness
Judas Priest,Breaking the Law
Judas Priest,You've Got Another Thing Coming
Korn,Coming Undone
Korn,Here to Stay
Korn,Twisted Transistor
Kyuss,Supa Scoopa and Mighty Scoop
Limp Bizkit,Behind Blue Eyes
Limp Bizkit,My Way
Limp Bizkit,Rollin' (Air Raid Vehicle)
Limp Bizkit,Take A Look Around
"Limp Bizkit,Method Man",N 2 Gether Now
Linkin Park,A Place for My Head
Linkin Park,A-Six - Original Long Version
Linkin Park,A6 - Meteora|20 Demo
Linkin Park,Attached - 2003 Demo
Linkin Park,Breaking the Habit
Linkin Park,By Myself
Linkin Park,Crawling
Linkin Park,Cuidado - Lying From You Demo
Linkin Park,Cumulus - 2002 Demo
Linkin Park,Cure for the Itch
Linkin Park,Don't Stay
Linkin Park,Easier to Run
Linkin Park,Easier to Run - Live LP Underground Tour 2003
Linkin Park,Faint
Linkin Park,Faint - Demo 2002
Linkin Park,Faint - Meteora|20 Demo
Linkin Park,Fighting Myself
Linkin Park,Figure.09
Linkin Park,Figure.09 - Demo 2002
Linkin Park,Forgotten
Linkin Park,From the Inside
Linkin Park,From the Inside - Live LP Underground Tour 2003
Linkin Park,Given Up
Linkin Park,Halo - Unreleased Demo 2002
Linkin Park,Healing Foot
Linkin Park,High Voltage
Linkin Park,Hit the Floor
Linkin Park,Husky - Hit The Floor Demo
Linkin Park,In the End
Linkin Park,Interrogation - Easier To Run Demo
Linkin Park,Lost
Linkin Park,Lying from You
Linkin Park,Lying from You - Live LP Underground Tour 2003
Linkin Park,Massive
Linkin Park,More the Victim
Linkin Park,My December
Linkin Park,Nobody Can Save Me
Linkin Park,Nobody's Listening
Linkin Park,Numb
Linkin Park,One Step Closer
Linkin Park,Papercut
Linkin Park,Papercut - Live at BBC1
Linkin Park,Plaster 2 - Figure.09 Demo
Linkin Park,Points of Authority
Linkin Park,Pretty Birdy - Somewhere I Belong 2002 Demo
Linkin Park,Pushing Me Away
Linkin Park,Resolution
Linkin Park,Rhinocerous - 2002 Demo
Linkin Park,Runaway
Linkin Park,Session
Linkin Park,Shifter - From The Inside Demo
Linkin Park,Sold My Soul to Yo Mama
Linkin Park,Somewhere I Belong
Linkin Park,Soundtrack - Meteora Demo
Linkin Park,Standing in the Middle
Linkin Park,Wesside
Linkin Park,With You
"Linkin Park,Kiiara,Nicky Romero",Heavy (feat. Kiiara) - Nicky Romero Remix
Marilyn Manson,Personal Jesus
Marilyn Manson,Sweet Dreams (Are Made Of This)
Marilyn Manson,Tainted Love
Motionless In White,Sign Of Life
Motörhead,Ace Of Spades
Mötley Crüe,Kickstart My Heart
Nickelback,Animals
Nickelback,Another Hole in the Head
Nickelback,Because of You
Nickelback,Believe It or Not
Nickelback,Bottoms Up
Nickelback,Burn It to the Ground
Nickelback,Do This Anymore
Nickelback,Don't Ever Let It End
Nickelback,Everything I Wanna Do
Nickelback,Far Away
Nickelback,Feelin' Way Too Damn Good
Nickelback,Fight for All the Wrong Reasons
Nickelback,Figured You Out
Nickelback,Flat On the Floor
Nickelback,Follow You Home
Nickelback,Good Times Gone
Nickelback,Gotta Be Somebody
Nickelback,Gotta Get Me Some
Nickelback,Hangnail
Nickelback,Holding on to Heaven
Nickelback,Hollywood
Nickelback,How You Remind Me
Nickelback,I'd Come for You
Nickelback,If Everyone Cared
Nickelback,If Today Was Your Last Day
Nickelback,Just For
Nickelback,Just to Get High
Nickelback,Kiss It Goodbye
Nickelback,Lullaby
Nickelback,Midnight Queen
Nickelback,Money Bought
Nickelback,Never Again
Nickelback,Next Contestant
Nickelback,Next Go Round
Nickelback,Photograph
Nickelback,Rockstar
Nickelback,S.E.X.
Nickelback,Savin' Me
Nickelback,See You at the Show
Nickelback,Shakin' Hands
Nickelback,Should've Listened
Nickelback,Side of a Bullet
Nickelback,Someday
Nickelback,Someone That You're With
Nickelback,Something in Your Mouth
Nickelback,This Means War
Nickelback,Throw Yourself Away
Nickelback,Too Bad
Nickelback,Trying Not to Love You
Nickelback,When We Stand Together
Nickelback,Where Do I Hide
Nickelback,Woke Up This Morning
Nine Inch Nails,Discipline
Nine Inch Nails,Hurt
Nonpoint,Alive and Kicking
Of Mice & Men,Bones Exposed
Of Mice & Men,Never Giving Up
Of Mice & Men,Obsolete
Of Mice & Men,Would You Still Be There
Ozzy Osbourne,Crazy Train
Ozzy Osbourne,Hellraiser
Ozzy Osbourne,Sunshine Of Your Love
P.O.D.,Alive - 2021 Remaster
P.O.D.,Boom
P.O.D.,Youth of the Nation
Papa Roach,...To Be Loved
Papa Roach,Blood Brothers
Papa Roach,Getting Away With Murder
Papa Roach,Help
Papa Roach,Last Resort
Pearl Jam,Alive
Pearl Jam,Even Flow
"Pendulum,In Flames",Self vs Self (feat. In Flames)
Powerman 5000,When Worlds Collide
Rage Against The Machine,Ashes In the Fall
Rage Against The Machine,Beautiful World
Rage Against The Machine,Bombtrack
Rage Against The Machine,Born As Ghosts
Rage Against The Machine,Born Of A Broken Man
Rage Against The Machine,Bullet In the Head
Rage Against The Machine,Bulls On Parade
Rage Against The Machine,Bulls on Parade
Rage Against The Machine,Calm Like a Bomb
Rage Against The Machine,Down On The Street
Rage Against The Machine,Down Rodeo
Rage Against The Machine,Fistful of Steel
Rage Against The Machine,Freedom
Rage Against The Machine,Guerilla Radio
Rage Against The Machine,Guerrilla Radio
Rage Against The Machine,How I Could Just Kill A Man
Rage Against The Machine,How I Could Just Kill a Man
Rage Against The Machine,I'm Housin'
Rage Against The Machine,In My Eyes
Rage Against The Machine,Kick out the Jams
Rage Against The Machine,Killing In The Name
Rage Against The Machine,Killing In the Name
Rage Against The Machine,Know Your Enemy
Rage Against The Machine,Maggie's Farm
Rage Against The Machine,Maria
Rage Against The Machine,Mic Check
Rage Against The Machine,Microphone Fiend
Rage Against The Machine,New Millennium Homes
Rage Against The Machine,People of the Sun
Rage Against The Machine,Pistol Grip Pump
Rage Against The Machine,Renegades Of Funk
Rage Against The Machine,Revolver
Rage Against The Machine,Roll Right
Rage Against The Machine,Settle for Nothing
Rage Against The Machine,Sleep Now In the Fire
Rage Against The Machine,Snakecharmer
Rage Against The Machine,Street Fighting Man
Rage Against The Machine,Take the Power Back
Rage Against The Machine,Testify
Rage Against The Machine,The Ghost of Tom Joad
Rage Against The Machine,Tire Me
Rage Against The Machine,Township Rebellion
Rage Against The Machine,Vietnow
Rage Against The Machine,Voice of the Voiceless
Rage Against The Machine,Wake Up
Rage Against The Machine,War Within a Breath
Rage Against The Machine,Wind Below
Rage Against The Machine,Without a Face
Rage Against The Machine,Year of tha Boomerang
Red,Breathe Into Me
Rev Theory,Hell Yeah
Rise Against,Give It All
Rise Against,Help Is On The Way
Rise Against,Prayer Of The Refugee
Rise Against,Re-Education (Through Labor)
Rise Against,Savior
Rise Against,Under The Knife
Saliva,Click Click Boom
Seether,Fake It
Seether,Immortality - Live
Seether,Remedy
Sevendust,Licking Crème
Shinedown,Son of Sam
Sick Puppies,You're Going Down
Skillet,Hero
Skillet,Monster
Slipknot,Before I Forget
Slipknot,Duality
Soil,Breaking Me Down
Soil,Halo
Soil,Unreal - Album Version & Radio Edit
Soundgarden,Black Hole Sun
Staind,It's Been Awhile
Static-X,The Only
Sum 41,Fat Lip
Sum 41,In Too Deep
Sum 41,No Reason
Sum 41,Still Waiting
Sum 41,The Hell Song
System Of A Down,Aerials
System Of A Down,B.Y.O.B.
System Of A Down,Chop Suey!
System Of A Down,Lonely Day
System Of A Down,Toxicity
System Of A Down,Violent Pornography
TOOL,"10,000 Days (Wings Pt 2)"
TOOL,4°
TOOL,7empest
TOOL,Bottom
TOOL,Crawl Away
TOOL,Culling Voices
TOOL,Descending
TOOL,Die Eier von Satan
TOOL,Disposition
TOOL,Eon Blue Apocalypse
TOOL,Eulogy
TOOL,Fear Inoculum
TOOL,Flood
TOOL,Forty Six & 2
TOOL,H.
TOOL,Hooker With A Penis
TOOL,Intension
TOOL,Intermission
TOOL,Intolerance
TOOL,Invincible
TOOL,Jambi
TOOL,Jimmy
TOOL,Lateralus
TOOL,Lipan Conjuring
TOOL,Lost Keys (Blame Hofman)
TOOL,Mantra
TOOL,Message To Harry Manback
TOOL,Opiate²
TOOL,Parabol
TOOL,Parabola
TOOL,Pneuma
TOOL,Prison Sex
TOOL,Pushit
TOOL,Reflection
TOOL,Right In Two
TOOL,Rosetta Stoned
TOOL,Schism
TOOL,Sober
TOOL,Stinkfist
TOOL,Swamp Song
TOOL,The Grudge
TOOL,The Patient
TOOL,The Pot
TOOL,Third Eye
TOOL,Ticks & Leeches
TOOL,Triad
TOOL,Undertow
TOOL,Vicarious
TOOL,Viginti Tres
TOOL,Wings For Marie (Pt 1)
TOOL,Ænema
The Red Jumpsuit Apparatus,Cat And Mouse
The Red Jumpsuit Apparatus,Face Down
The Red Jumpsuit Apparatus,False Pretense
Third Eye Blind,Semi-Charmed Life
Three Days Grace,Animal I Have Become
Three Days Grace,I Hate Everything About You
Three Days Grace,Painkiller
Three Days Grace,Riot
Three Days Grace,Time of Dying
Trapt,Headstrong
Tremonti,A Dying Machine
Tremonti,A Lot Like Sin
Tremonti,All I Was
Tremonti,Another Heart
Tremonti,Arm Yourself
Tremonti,As the Silence Becomes Me
Tremonti,Betray Me
Tremonti,Brains
Tremonti,Bringer of War
Tremonti,Catching Fire
Tremonti,Cauterize
Tremonti,Dark Trip
Tremonti,Decay
Tremonti,Desolation
Tremonti,Desolation - Acoustic - Bonus Track
Tremonti,Doesn't Matter
Tremonti,Dust
Tremonti,Fall Again
Tremonti,Flying Monkeys
Tremonti,Found
Tremonti,From the Sky
Tremonti,Giving Up
Tremonti,Gone
Tremonti,Leave It Alone
Tremonti,Make It Hurt
Tremonti,My Last Mistake
Tremonti,Never Wrong
Tremonti,New Way Out
Tremonti,Now or Never - Bonus Track
Tremonti,Once Dead
Tremonti,Proof
Tremonti,Providence
Tremonti,Radical Change
Tremonti,Rising Storm
Tremonti,So You're Afraid
Tremonti,Sympathy
Tremonti,Take You with Me
Tremonti,The Cage
Tremonti,The Day When Legions Burned
Tremonti,The First the Last
Tremonti,The Things I've Seen
Tremonti,Throw Them to the Lions
Tremonti,Tie the Noose
Tremonti,Tore My Heart Out
Tremonti,Traipse
Tremonti,Trust
Tremonti,Unable to See
Tremonti,Wish You Well
Tremonti,You Waste Your Time
"WWE,Saliva",I Walk Alone (Batista)
blink-182,All The Small Things
blink-182,I Miss You
blink-182,What's My Age Again?
